index,Направление,Основа,Формирующее подразделение (институт),Формирующее подразделение (департамент),Курс,Год начала,Срок освоения,Средняя оценка ,Средняя оценка по первой сдаче,Код,ОКСО,Направление.1,Уровеь,Уровень,Форма,Олимпиада,Физическая культура,Рисунок,Химия,География,Информатика и ИКТ,История,Математика,Композиционный рисунок,Композиция,Рисунок и композиция,Русский язык,Творческий конкурс,Собеседование,Филология (отечественная),Творческое сочинение,Литература,Филология,Биология,Физика,Академический рисунок,Обществознание,Английский язык,Вступительный экзамен по программе,Иностранный язык,История искусств,id,username
10,uncass18ggl5g0000kaio6g0ms7deiag,госбюджетное место,Уральский энергетический,0,4,2014,4.0,78.36,78.36,13.00.00,13.03.03,Энергетическое машиностроение,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,148680,nkono
11,uncass18ggl5g0000kain7dt2j01t94k,сверхплановое место,Новых материалов и технологий,Машиностроения,3,2015,3.6,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,31728,pavelsorokin4
12,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,302063,necheporyck
13,uncass18ggl5g0000kainfe9qstfrflk,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,59.92,62.59,23.00.00,23.03.02,Наземные транспортно-технологические комплексы,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,281445,kostya_novenkov
14,uncass18ggl5g0000kaio552smv9cm3o,госбюджетное место,Уральский энергетический,0,3,2015,4.0,61.49,70.47,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,197719,bumblebee
15,uncass18ggl5g0000kaio4dnpb6qks30,госбюджетное место,Уральский энергетический,0,3,2015,4.0,80.88,80.88,13.00.00,13.03.01,Теплоэнергетика и теплотехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,89376,Volodya_23
16,uncass18ggl5g0000kaio552smv9cm3o,госбюджетное место,Уральский энергетический,0,3,2015,4.0,66.06,0.0,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,199412,nik_kostin2015
17,uncass18hc2jg0000lm7g8r2cbee3djo,госбюджетное место,Новых материалов и технологий,Инженерная школа новой индустрии,3,2015,4.0,64.73,66.71,22.00.00,22.03.02,Металлургия,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179871,id346159562
18,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,2,2016,5.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,218384,id66451234
19,uncass18ggl5g0000kainfe9qstfrflk,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,64.43,66.27,23.00.00,23.03.02,Наземные транспортно-технологические комплексы,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,282274,PashaLT
20,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,79.19,80.79,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,187232,MariaSultanova
21,uncass18ggl5g0000kaelr9ms9n3lec4,госбюджетное место,Химико-технологический,0,4,2014,4.0,83.79,91.78,18.00.00,18.03.01,Химическая технология,62,Бакалавр,Очная,0,0.0,0.0,67.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214857,poe
22,uncass18ggl5g0000kpfb3kgjtjrg3kg,сверхплановое место,Уральский гуманитарный институт,Филологический факультет,1,2017,4.0,0.0,0.0,45.00.00,45.03.03,Фундаментальная и прикладная лингвистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,225831,Mashaamasha14
23,uncass18ggl5g0000kain9utt9lu75bg,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.04,Автоматизация технологических процессов и производств,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,49484,semensab
24,uncass18ggl5g0000kain90edhfdo2ig,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,57.99,57.99,15.00.00,15.03.02,Технологические машины и оборудование,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298469,bgood
25,uncass18ggl5g0000kaf2r6mkgnd0c6c,госбюджетное место,Уральский гуманитарный институт,Политологии и социологии,2,2016,2.0,78.65,78.65,39.00.00,39.04.02,Социальная работа,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193172,le_roi_du_monde
26,uncass18ggl5g0000ka9d4b6pf724cgc,госбюджетное место,Новых материалов и технологий,Инженерная школа новой индустрии,1,2017,2.0,0.0,0.0,22.00.00,22.04.01,Материаловедение и технологии материалов,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201281,AnnaEmelyanova
27,uncass18ggl5g0000kaelr9ms9n3lec4,госбюджетное место,Химико-технологический,0,2,2016,4.0,77.96,77.96,18.00.00,18.03.01,Химическая технология,62,Бакалавр,Очная,0,0.0,0.0,77.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174634,mironova2602
28,uncass18ggl5g0000kaiocd2lgrjekqk,госбюджетное место,Уральский энергетический,0,2,2016,5.5,71.72,71.72,14.00.00,14.05.02,"Атомные станции: проектирование, эксплуатация и инжиниринг",65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291740,zhenya9819
29,uncass18ggl5g0000kaqu5ri46aav3ek,госбюджетное место,Уральский гуманитарный институт,Политологии и социологии,1,2017,4.0,0.0,0.0,41.00.00,41.03.04,Политология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,228197,Mari_nikolaeva
30,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.5,0.0,0.0,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284078,160002
31,uncass18ggl5g0000j12bm9brpug63qs,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,5,2013,5.0,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111686,djoxid
32,uncass18ggl5g0000kpfb3kgjtjrg3kg,сверхплановое место,Уральский гуманитарный институт,Филологический факультет,1,2017,4.0,0.0,0.0,45.00.00,45.03.03,Фундаментальная и прикладная лингвистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,73079,mailina
33,uncass18ggl5g0000kaq5bmfiidlle3o,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,2,2016,4.0,71.33,0.0,22.00.00,22.03.01,Материаловедение и технологии материалов,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,255504,Lucky777
34,uncass18hc2jg0000lava73s03bprrfs,сверхплановое место,Высшая школа экономики и менеджмента,Центр заочного и дистанционного обучения,3,2015,4.6,0.0,0.0,38.00.00,38.03.01,Экономика,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,99178,guschina_olga
35,uncass18ggl5g0000kaqu2p3jsrkgc64,госбюджетное место,Уральский гуманитарный институт,Философии,3,2015,4.0,76.53,76.53,47.00.00,47.03.01,Философия,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,326929,Natali3283
36,uncass18ggl5g0000kain7dt2j01t94k,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,45.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49361,Sergei_Salnikov
37,uncass18ggl5g0000kb9q990k24uotos,сверхплановое место,Нижнетагильский технологический,Нижнетагильский технологический (институт),4,2014,5.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,30407,ysoloveva
38,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,4.0,53.29,70.22,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,28035,vitaliaandrosenko
39,uncass18ggl5g0000kc8sa5s1mtv1fhk,сверхплановое место,Государственного управления и предпринимательства,Государственного и муниципального управления,4,2014,4.0,83.66,82.98,38.00.00,38.03.04,Государственное и муниципальное управление,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,326497,alena_zubro
40,uncass18ggl5g0000kaqvkt421bc0dtg,сверхплановое место,Уральский гуманитарный институт,Факультет искусствоведения и социокультурных технологий,4,2014,5.0,0.0,0.0,38.00.00,38.03.03,Управление персоналом,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,173374,qadavr
41,uncass18ggl5g0000kail4ukqj1d8dq0,сверхплановое место,Строительный,0,3,2015,6.0,48.42,53.41,08.00.00,08.05.01,Строительство уникальных зданий и сооружений,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82512,davsepoge
42,uncass18ggl5g0000kaqvb84kk1t1kq0,сверхплановое место,Уральский гуманитарный институт,Факультет журналистики,2,2016,4.0,70.57,70.78,42.00.00,42.03.02,Журналистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,42.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68597,id52932927
43,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,4,2014,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70942,Krutishka
44,uncass18ggl5g0000kaqtoifu43hgueo,сверхплановое место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),4,2014,4.0,58.27,57.98,04.00.00,04.03.01,Химия,62,Бакалавр,Очная,0,0.0,0.0,53.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279175,sidorovajs
45,uncass18ggl5g0000kaqv8l9b6fegm8o,сверхплановое место,Уральский гуманитарный институт,Международных отношений,4,2014,4.0,82.49,82.49,41.00.00,41.03.03,Востоковедение и африканистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,302345,Yulia1996
46,uncass18ggl5g0000kaiocd2lgrjekqk,госбюджетное место,Уральский энергетический,0,2,2016,5.5,79.77,79.77,14.00.00,14.05.02,"Атомные станции: проектирование, эксплуатация и инжиниринг",65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295675,IvanSerkov
47,uncass18ggl5g0000kaq58q3ikk2rn18,сверхплановое место,Новых материалов и технологий,Металлургии и металловедения,3,2015,3.6,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,198572,D-Shashov
48,uncass18ggl5g0000kaq5gl8de15bj54,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,4,2014,4.0,53.27,73.8,09.00.00,09.03.02,Информационные системы и технологии,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,199151,Maks-31295
49,uncass18ggl5g0000kaqt5oa0qj38bho,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),3,2015,4.0,49.42,0.0,03.00.00,03.03.02,Физика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,203319,Bugavix
50,uncass18ggl5g0000kaqd7pfdsok8l78,госбюджетное место,Высшая школа экономики и менеджмента,Инвестиционно-строительный бизнес и управление недвижимостью,4,2014,4.0,81.52,81.52,38.00.00,38.03.02,Менеджмент,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,226001,nastushka1396
51,uncass18hc2jg0000l9pq6lpc6b84dl4,госбюджетное место,Новых материалов и технологий,Высшая инженерная школа УрФУ,2,2016,3.2,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,61,Прикладной бакалавриат,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215471,4032009
52,uncass18ggl5g0000kaq5bmfiidlle3o,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,4,2014,4.0,81.95,82.08,22.00.00,22.03.01,Материаловедение и технологии материалов,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,179692,1_2_3_4_5_6_7_8_9
53,uncass18ggl5g0000kaou38eihkjqeho,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,2,2016,4.0,64.4,67.58,09.00.00,09.03.02,Информационные системы и технологии,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,3183,aakolpakov
54,uncass18ggl5g0000kaip2pssio0n2d4,госбюджетное место,Физико-технологический,0,1,2017,4.0,0.0,0.0,14.00.00,14.03.02,Ядерные физика и технологии,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,322953,KaterinaGubanova
55,uncass18ggl5g0000kaqvkt421bc0dtg,сверхплановое место,Уральский гуманитарный институт,Факультет искусствоведения и социокультурных технологий,2,2016,3.6,0.0,0.0,38.00.00,38.03.03,Управление персоналом,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,309460,IslamovaKarina
56,uncass18ggl5g0000kaq5gl8de15bj54,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,4,2014,4.0,44.23,0.0,09.00.00,09.03.02,Информационные системы и технологии,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,123738,irinamed
57,uncass18ggl5g0000kagat3qr4qp17gs,сверхплановое место,Уральский гуманитарный институт,Факультет искусствоведения и социокультурных технологий,1,2017,2.0,0.0,0.0,54.00.00,54.04.01,Дизайн,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163811,soilleir
58,uncass18ggl5g0000kaelr9ms9n3lec4,госбюджетное место,Химико-технологический,0,4,2014,4.0,74.48,78.09,18.00.00,18.03.01,Химическая технология,62,Бакалавр,Очная,0,0.0,0.0,59.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98097,sawun9
59,uncass18ggl5g0000kain9utt9lu75bg,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.04,Автоматизация технологических процессов и производств,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,258308,Aleksandr_Polev
60,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,5.0,55.75,0.0,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326501,alexvershinin93
